bed,record,fold,group,scoring,n_windows,n_stream,n_scored,n_refused,threshold,roc_auc,auc_refusal,first_fault_position,last_fault_position,n_pre,n_pre_fired,detected,delay_windows,n_consecutive_fault_fires,n_post,n_post_fired,recovered,refusal
3w_own_history,WELL-00002_20170807180000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807180000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807180000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807180000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807230000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807230000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807230000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170807230000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808040000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808040000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808040000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808040000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808090000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808090000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808090000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808090000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808140000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808140000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808140000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808140000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808190026,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808190026,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808190026,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170808190026,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809000000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809000000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809000000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809000000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809050000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809050000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809050000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809050000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809100000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809100000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809100000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809100000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809150026,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809150026,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809150026,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809150026,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809200000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809200000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809200000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170809200000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810010026,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810010026,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810010026,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810010026,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810060000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810060000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810060000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810060000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810110000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810110000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810110000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810110000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810160000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810160000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810160000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810160000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810210000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810210000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810210000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170810210000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811020000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811020000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811020000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811020000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811070000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811070000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811070000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811070000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811120000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811120000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811120000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811120000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811170000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811170000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811170000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811170000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811220000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811220000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811220000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170811220000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812030000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812030000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812030000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812030000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812080000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812080000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812080000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812080000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812130000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812130000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812130000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812130000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812180000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812180000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812180000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812180000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812230000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812230000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812230000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170812230000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813040000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813040000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813040000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813040000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813090000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813090000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813090000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813090000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813140000,WELL-00002,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813140000,WELL-00002,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813140000,WELL-00002,normal,rolling,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00002_20170813140000,WELL-00002,normal,static,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00003_20170514000000,WELL-00003,normal,clock,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
3w_own_history,WELL-00003_20170514000000,WELL-00003,normal,differenced,4,0,0,0,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline,,,,,,,,,,,record has 4 window(s); the rule needs 7 so three threshold windows sit after the baseline
